participant,list,output_position,word,category,serial_position,list_group
7,5,14,ANTELOPE,MAMMALS,2,early
7,5,15,MOOSE,MAMMALS,4,early
7,6,1,DRESS,CLOTHING,13,early
7,6,2,UNDERWEAR,CLOTHING,15,early
7,6,3,GIRDLE,CLOTHING,16,early
7,6,4,MAINE,STATES,5,early
7,6,5,MONTANA,STATES,6,early
7,6,6,ARIZONA,STATES,7,early
7,6,7,UTAH,STATES,8,early
7,6,8,SUNFLOWER,FLOWERS,9,early
7,6,9,LILY,FLOWERS,10,early
7,6,10,NARCISSUS,FLOWERS,11,early
7,6,11,DAISY,FLOWERS,12,early
7,6,12,FLORIDA,STATES,5,early
7,6,13,TOASTER,KITCHEN-RELATED,2,early
7,6,14,SKILLET,KITCHEN-RELATED,3,early
7,6,15,KNIFE,KITCHEN-RELATED,4,early
7,7,1,MONTREAL,CITIES,14,early
7,7,2,DALLAS,CITIES,15,early
7,7,3,ROME,CITIES,16,early
7,7,4,HIP,BODY PARTS,9,early
7,7,5,STOMACH,BODY PARTS,10,early
7,7,6,PELVIS,BODY PARTS,11,early
7,7,7,TUBA,INSTRUMENTS,5,early
7,7,8,PICCOLO,INSTRUMENTS,6,early
7,7,9,TAMBOURINE,INSTRUMENTS,7,early
7,7,10,TRUMPET,INSTRUMENTS,8,early
7,7,11,THERMOMETER,KITCHEN-RELATED,1,early
7,7,12,BROILER,KITCHEN-RELATED,2,early
7,7,13,OVEN,KITCHEN-RELATED,3,early
7,7,14,MUG,KITCHEN-RELATED,4,early
7,8,1,CEDAR,TREES,2,late
7,8,2,SYCAMORE,TREES,12,late
7,8,3,TEAK,TREES,14,late
7,8,4,MANTIS,INSECTS,13,late
7,8,5,HORNET,INSECTS,8,late
7,8,6,ROSE,FLOWERS,8,late
7,8,7,GLOVES,CLOTHING,6,late
7,8,8,TROUSERS,CLOTHING,10,late
7,8,9,BRA,CLOTHING,11,late
7,8,10,CHICAGO,CITIES,5,late
7,8,11,RENO,CITIES,15,late
7,8,12,BERLIN,CITIES,4,late
7,8,13,SYDNEY,CITIES,3,late
7,9,1,WINDOW,BUILDING RELATED,14,late
7,9,2,GLASS,KITCHEN-RELATED,15,late
7,9,3,DOOR,BUILDING RELATED,16,late
7,9,4,HALL,BUILDING RELATED,12,late
7,9,5,CORRIDOR,BUILDING RELATED,1,late
7,9,6,MOUSE,MAMMALS,2,late
7,9,7,GIRAFFE,MAMMALS,3,late
7,9,8,HORSE,MAMMALS,9,late
7,9,9,COW,MAMMALS,13,late
7,9,10,REFRIGERATOR,KITCHEN-RELATED,4,late
7,9,11,POT,KITCHEN-RELATED,6,late
7,9,12,SPATULA,KITCHEN-RELATED,7,late
7,9,13,TANGELO,FRUITS,11,late
7,9,14,GUAVA,FRUITS,5,late
7,9,15,STRAWBERRY,FRUITS,8,late
7,10,1,PIANO,INSTRUMENTS,1,late
7,10,2,KAZOO,INSTRUMENTS,6,late
7,10,3,DRUM,INSTRUMENTS,14,late
7,10,4,CLARINET,INSTRUMENTS,11,late
7,10,5,PROTRACTOR,TOOLS,2,late
7,10,6,CHISEL,TOOLS,9,late
7,10,7,SAW,TOOLS,10,late
7,10,8,BOLTS,TOOLS,12,late
7,10,9,FERRET,MAMMALS,3,late
7,10,10,LEOPARD,MAMMALS,7,late
7,10,11,CATS,,11,late
7,10,12,FRANCE,COUNTRIES,4,late
7,10,13,ENGLAND,COUNTRIES,5,late
7,10,14,SWITZERLAND,COUNTRIES,13,late
7,10,15,JAPAN,COUNTRIES,16,late
7,11,1,HAND,BODY PARTS,12,late
7,11,2,FINGER,BODY PARTS,6,late
7,11,3,ANKLE,BODY PARTS,15,late
7,11,4,WILLOW,TREES,16,late
7,11,5,ASH,TREES,3,late
7,11,6,EUCALYPTUS,TREES,9,late
7,11,7,ACCORDION,INSTRUMENTS,1,late
7,11,8,DRUMS,,8,late
7,11,9,BONGOS,INSTRUMENTS,8,late
7,11,10,WORM,INSECTS,2,late
7,11,11,MONARCH,INSECTS,5,late
7,11,12,LARVA,INSECTS,11,late
7,12,1,AUSTRALIA,COUNTRIES,1,late
7,12,2,ETHIOPIA,COUNTRIES,6,late
7,12,3,ITALY,COUNTRIES,15,late
7,12,4,LION,MAMMALS,9,late
7,12,5,ZEBRA,MAMMALS,16,late
7,12,6,PIG,MAMMALS,12,late
7,12,7,CARROT,VEGETABLES,13,late
7,12,8,LETTUCE,VEGETABLES,3,late
7,12,9,CELERY,VEGETABLES,5,late
7,12,10,MARACAS,INSTRUMENTS,4,late
7,12,11,TROMBONE,INSTRUMENTS,7,late
7,12,12,BASS,INSTRUMENTS,14,late
7,12,13,XYLOPHONE,INSTRUMENTS,13,late
7,13,1,BANANA,FRUITS,1,late
7,13,2,KUMQUAT,FRUITS,11,late
7,13,3,MANGO,FRUITS,10,late
7,13,4,GLUE,TOOLS,4,late
7,13,5,RULER,TOOLS,6,late
7,13,6,WASHER,TOOLS,12,late
7,13,7,NUTS,TOOLS,16,late
7,13,8,CALIFORNIA,STATES,5,late
7,13,9,WISCONSIN,STATES,3,late
7,13,10,VERMONT,STATES,15,late
7,13,11,JERUSALEM,CITIES,2,late
7,13,12,PHILADELPHIA,CITIES,8,late
7,13,13,CUBA,COUNTRIES,16,late
7,14,1,DISH,KITCHEN-RELATED,2,late
7,14,2,SAUCER,KITCHEN-RELATED,3,late
7,14,3,STRAINER,KITCHEN-RELATED,16,late
7,14,4,ELEVATOR,BUILDING RELATED,4,late
7,14,5,FLOOR,BUILDING RELATED,7,late
7,14,6,CARPETS,,6,late
7,14,7,FOUNDATION,BUILDING RELATED,15,late
7,14,8,AZALEA,FLOWERS,5,late
7,14,9,DAHLIA,FLOWERS,14,late
7,14,10,BARN,BUILDING RELATED,16,late
7,14,11,CUP,KITCHEN-RELATED,13,late
7,14,12,BROCCOLI,VEGETABLES,10,late
7,14,13,CAULIFLOWER,VEGETABLES,11,late
7,14,14,ONION,VEGETABLES,8,late
7,15,1,GAZEBO,BUILDING RELATED,11,late
7,15,2,ALCOVE,BUILDING RELATED,13,late
7,15,3,BARN,BUILDING RELATED,16,late
7,15,4,FACE,BODY PARTS,1,late
7,15,5,KNUCKLE,BODY PARTS,3,late
7,15,6,EAR,BODY PARTS,14,late
7,15,7,HEART,BODY PARTS,15,late
7,15,8,TIGER,MAMMALS,4,late
7,15,9,HIPPOPOTAMUS,MAMMALS,2,late
7,15,10,DONKEY,MAMMALS,10,late
7,15,11,DOG,MAMMALS,9,late
7,15,12,JUNIOR,,12,late
7,15,13,CARNATION,FLOWERS,7,late
7,15,14,ROSE,FLOWERS,8,late
8,0,1,SYDNEY,CITIES,12,early
8,0,2,CEDAR,TREES,5,early
8,0,3,SYCAMORE,TREES,8,early
8,0,4,TROUSERS,CLOTHING,3,early
8,0,5,BRA,CLOTHING,4,early
8,0,6,SYCAMORE,TREES,8,early
8,0,7,RENO,CITIES,10,early
8,0,8,BRA,CLOTHING,4,early
8,1,1,DAISY,FLOWERS,14,early
8,1,2,LILY,FLOWERS,15,early
8,1,3,SUNFLOWER,FLOWERS,16,early
8,1,4,MONTANA,STATES,5,early
8,1,5,MAINE,STATES,8,early
8,1,6,UTAH,STATES,7,early
8,1,7,ARIZONA,STATES,6,early
8,1,8,KNIFE,KITCHEN-RELATED,9,early
8,1,9,GIRDLE,CLOTHING,2,early
8,1,10,DRESS,CLOTHING,1,early
8,1,11,PANTS,CLOTHING,3,early
8,1,12,UNDERWEAR,CLOTHING,4,early
8,2,1,UKULELE,INSTRUMENTS,13,early
8,2,2,BANJO,INSTRUMENTS,14,early
8,2,3,MARYELLEN,,3,early
8,2,4,CUP,KITCHEN-RELATED,2,early
8,2,5,CORIANDER,,5,early
8,2,6,MIXER,KITCHEN-RELATED,3,early
8,2,7,BLENDER,KITCHEN-RELATED,4,early
8,2,8,EVERGREEN,TREES,12,early
8,2,9,OAK,TREES,11,early
8,2,10,SPRUCE,TREES,9,early
8,2,11,COTTONWOOD,TREES,10,early
8,3,1,MICHIGAN,STATES,13,early
8,3,2,KANSAS,STATES,14,early
8,3,3,FLORIDA,STATES,15,early
8,3,4,TONGUE,BODY PARTS,8,early
8,3,5,RIB,BODY PARTS,6,early
8,3,6,CLEMENTINE,FRUITS,4,early
8,3,7,POMEGRANATE,FRUITS,3,early
8,3,8,PEAR,FRUITS,1,early
8,3,9,MICHIGAN,STATES,13,early
8,3,10,RACOON,MAMMALS,10,early
8,3,11,ANTELOPE,MAMMALS,9,early
8,4,1,LARVA,INSECTS,16,early
8,4,2,SCORPION,INSECTS,14,early
8,4,3,GUITAR,INSTRUMENTS,2,early
8,4,4,HAND,BODY PARTS,10,early
8,4,5,FINGER,BODY PARTS,9,early
8,4,6,LARVA,INSECTS,16,early
8,4,7,WORM,INSECTS,15,early
8,5,1,BLOUSE,CLOTHING,13,early
8,5,2,SUIT,CLOTHING,14,early
8,5,3,JACKET,CLOTHING,15,early
8,5,4,KANSAS,STATES,14,early
8,5,5,SOUL,,5,early
8,5,6,ARTICHOKE,VEGETABLES,4,early
8,5,7,LOBBY,BUILDING RELATED,9,early
8,5,8,CHIMNEY,BUILDING RELATED,10,early
8,6,1,TEXAS,STATES,13,early
8,6,2,OHIO,STATES,14,early
8,6,3,ALASKA,STATES,15,early
8,6,4,PENNSYLVANIA,STATES,16,early
8,6,5,BRA,CLOTHING,4,early
8,6,6,GINGER,VEGETABLES,10,early
8,6,7,RHINOCEROS,MAMMALS,2,early
8,6,8,DRESS,CLOTHING,1,early
8,6,9,OLIVE,VEGETABLES,10,early
8,6,10,CHRYSALIS,INSECTS,5,early
8,6,11,RAT,,11,early
8,7,1,WOLF,MAMMALS,14,early
8,7,2,SHEEP,MAMMALS,15,early
8,7,3,GOAT,MAMMALS,16,early
8,7,4,PANTHER,MAMMALS,13,early
8,7,5,KIDNEY,BODY PARTS,3,early
8,7,6,HAND,BODY PARTS,10,early
8,7,7,FOOT,BODY PARTS,1,early
8,7,8,SQUASH,VEGETABLES,12,early
8,7,9,AUBERGINE,VEGETABLES,11,early
8,7,10,PUMPKIN,VEGETABLES,11,early
8,7,11,STOCKHOLM,CITIES,8,early
8,7,12,BOMBAY,CITIES,6,early
8,8,1,HIPPOPOTAMUS,MAMMALS,15,late
8,8,2,DOG,MAMMALS,7,late
8,8,3,DONKEY,MAMMALS,16,late
8,8,4,PETUNIA,FLOWERS,1,late
8,8,5,ROSE,FLOWERS,5,late
8,8,6,KITCHEN,BUILDING RELATED,9,late
8,8,7,GAZEBO,BUILDING RELATED,8,late
8,8,8,DOG,MAMMALS,7,late
8,9,1,PICCOLO,INSTRUMENTS,14,late
8,9,2,TUBA,INSTRUMENTS,16,late
8,9,3,PARIS,CITIES,10,late
8,9,4,DALLAS,CITIES,13,late
8,10,1,VERMONT,STATES,5,late
8,10,2,KUMQUAT,FRUITS,16,late
8,10,3,BANANA,FRUITS,4,late
8,10,4,NUTS,TOOLS,13,late
8,10,5,CALIFORNIA,STATES,7,late
8,10,6,PENNSYLVANIA,STATES,16,late
8,10,7,TOKYO,CITIES,14,late
8,10,8,VANCOUVER,CITIES,12,late
8,10,9,PEAR,FRUITS,1,late
8,10,10,MONKEY,MAMMALS,11,late
8,11,1,KAZOO,INSTRUMENTS,16,late
8,11,2,DRUM,INSTRUMENTS,9,late
8,11,3,ENGLAND,COUNTRIES,15,late
8,11,4,JAPAN,COUNTRIES,14,late
8,11,5,SWITZERLAND,COUNTRIES,4,late
8,11,6,CLARINET,INSTRUMENTS,11,late
8,11,7,CAT,MAMMALS,2,late
8,11,8,SQUIRREL,MAMMALS,5,late
8,11,9,PROTRACTOR,TOOLS,1,late
8,12,1,GLASS,KITCHEN-RELATED,16,late
8,12,2,STRAWBERRY,FRUITS,9,late
8,12,3,KIWI,FRUITS,13,late
8,12,4,GUAVA,FRUITS,15,late
8,12,5,CLARINET,INSTRUMENTS,11,late
8,13,1,WIRE,TOOLS,15,late
8,13,2,SCREWS,TOOLS,8,late
8,13,3,HAMMER,TOOLS,9,late
8,13,4,PLUM,FRUITS,4,late
8,13,5,RASPBERRY,FRUITS,1,late
8,13,6,MAPLE,TREES,2,late
8,13,7,ELM,TREES,10,late
8,14,1,FOUNDATION,BUILDING RELATED,16,late
8,14,2,GRIDDLE,KITCHEN-RELATED,13,late
8,14,3,BUTTERFLY,,3,late
8,14,4,BROCCOLI,VEGETABLES,11,late
8,14,5,CAULIFLOWER,VEGETABLES,14,late
8,14,6,BUTTERCUP,FLOWERS,12,late
8,14,7,FOUNDATION,BUILDING RELATED,16,late
8,14,8,FOUNTAIN,,8,late
8,15,1,CELERY,VEGETABLES,15,late
8,15,2,ETHIOPIA,COUNTRIES,2,late
8,15,3,POLAND,COUNTRIES,3,late
8,15,4,TRUMPET,INSTRUMENTS,5,late
8,15,5,BASS,INSTRUMENTS,8,late
8,15,6,LION,MAMMALS,5,late
8,15,7,TROMBONE,INSTRUMENTS,7,late
9,0,1,COW,MAMMALS,2,early
9,0,2,GIRAFFE,MAMMALS,1,early
9,0,3,HORSE,MAMMALS,3,early
9,0,4,MOUSE,MAMMALS,4,early
9,0,5,KIWI,FRUITS,5,early
9,0,6,STRAWBERRY,FRUITS,7,early
9,0,7,GUAVA,FRUITS,6,early
9,0,8,REFRIGERATOR,KITCHEN-RELATED,11,early
9,0,9,TANGELO,FRUITS,8,early
9,0,10,POT,KITCHEN-RELATED,10,early
9,0,11,GLASS,KITCHEN-RELATED,12,early
9,0,12,WINDOW,BUILDING RELATED,13,early
9,0,13,DOOR,BUILDING RELATED,15,early
9,0,14,SPATULA,KITCHEN-RELATED,9,early
9,0,15,CAT,MAMMALS,11,early
9,1,1,ELEPHANT,MAMMALS,1,early
9,1,2,ZEBRA,MAMMALS,2,early
9,1,3,LION,MAMMALS,4,early
9,1,4,LETTUCE,VEGETABLES,5,early
9,1,5,YAMS,VEGETABLES,6,early
9,1,6,CARROT,VEGETABLES,7,early
9,1,7,ITALY,COUNTRIES,9,early
9,1,8,CELERY,VEGETABLES,8,early
9,1,9,VIOLA,INSTRUMENTS,14,early
9,1,10,BASS,INSTRUMENTS,15,early
9,1,11,MARACAS,INSTRUMENTS,13,early
9,1,12,ETHIOPIA,COUNTRIES,10,early
9,2,1,ASH,TREES,16,early
9,2,2,POPLAR,TREES,15,early
9,2,3,EUCALYPTUS,TREES,13,early
9,2,4,WILLOW,TREES,14,early
9,2,5,FINGER,BODY PARTS,1,early
9,2,6,HAND,BODY PARTS,2,early
9,2,7,LIP,BODY PARTS,3,early
9,2,8,ANKLE,BODY PARTS,4,early
9,2,9,LARVA,INSECTS,5,early
9,2,10,SCORPION,INSECTS,6,early
9,2,11,MONARCH,INSECTS,8,early
9,2,12,WORM,INSECTS,7,early
9,2,13,XYLOPHONE,INSTRUMENTS,12,early
9,2,14,ACCORDION,INSTRUMENTS,11,early
9,2,15,GUITAR,INSTRUMENTS,9,early
9,3,1,MONTANA,STATES,16,early
9,3,2,MAINE,STATES,15,early
9,3,3,UTAH,STATES,14,early
9,3,4,ARIZONA,STATES,13,early
9,3,5,FORK,KITCHEN-RELATED,1,early
9,3,6,KNIFE,KITCHEN-RELATED,2,early
9,3,7,TOASTER,KITCHEN-RELATED,3,early
9,3,8,SKILLET,KITCHEN-RELATED,4,early
9,3,9,PANTS,CLOTHING,5,early
9,3,10,DRESS,CLOTHING,6,early
9,3,11,UNDERWEAR,CLOTHING,7,early
9,3,12,GIRDLE,CLOTHING,8,early
9,3,13,NARCISSUS,FLOWERS,10,early
9,3,14,LILY,FLOWERS,12,early
9,3,15,SUNFLOWER,FLOWERS,11,early
9,4,1,RENO,CITIES,9,early
9,4,2,SYDNEY,CITIES,10,early
9,4,3,BERLIN,CITIES,12,early
9,4,4,CHICAGO,CITIES,11,early
9,4,5,SWEATER,CLOTHING,13,early
9,4,6,BRA,CLOTHING,14,early
9,4,7,HORNET,INSECTS,6,early
9,4,8,MILLIPEDE,INSECTS,5,early
9,4,9,TEAK,TREES,1,early
9,4,10,PALM,TREES,2,early
9,4,11,CEDAR,TREES,4,early
9,4,12,SYCAMORE,TREES,3,early
9,5,1,PENNSYLVANIA,STATES,16,early
9,5,2,OHIO,STATES,13,early
9,5,3,ALASKA,STATES,14,early
9,5,4,WASP,INSECTS,5,early
9,5,5,GINGER,VEGETABLES,1,early
9,5,6,OKRA,VEGETABLES,2,early
9,5,7,PUMPKIN,VEGETABLES,3,early
9,5,8,RUTABAGA,VEGETABLES,4,early
9,5,9,BEETLE,INSECTS,6,early
9,5,10,RHINOCEROS,MAMMALS,9,early
9,6,1,CUBA,COUNTRIES,5,early
9,6,2,IRAN,COUNTRIES,8,early
9,6,3,GERMANY,COUNTRIES,7,early
9,6,4,EGYPT,COUNTRIES,6,early
9,6,5,CLOSET,BUILDING RELATED,14,early
9,6,6,JACKET,CLOTHING,9,early
9,6,7,GLOVES,CLOTHING,16,early
9,6,8,TAMMY,,8,early
9,6,9,CHIMNEY,BUILDING RELATED,13,early
9,6,10,FURNACE,BUILDING RELATED,15,early
9,6,11,SPINACH,VEGETABLES,2,early
9,6,12,POTATO,VEGETABLES,1,early
9,6,13,GARLIC,VEGETABLES,4,early
9,7,1,AUBERGINE,VEGETABLES,16,early
9,7,2,KIDNEY,BODY PARTS,9,early
9,7,3,FOOT,BODY PARTS,10,early
9,7,4,ELBOW,BODY PARTS,12,early
9,7,5,STOCKHOLM,CITIES,5,early
9,7,6,BOMBAY,CITIES,7,early
9,7,7,MIAMI,CITIES,6,early
9,7,8,TORONTO,CITIES,8,early
9,7,9,PANTHER,MAMMALS,1,early
9,7,10,WOLF,MAMMALS,2,early
9,7,11,SHEEP,MAMMALS,3,early
9,7,12,GOAT,MAMMALS,4,early
9,7,13,OLIVE,VEGETABLES,14,early
9,7,14,MAINE,STATES,15,early
9,8,1,DAHLIA,FLOWERS,1,late
9,8,2,AZALEA,FLOWERS,9,late
9,8,3,CAULIFLOWER,VEGETABLES,12,late
9,8,4,ONION,VEGETABLES,13,late
9,8,5,PICKLE,VEGETABLES,7,late
9,8,6,GRIDDLE,KITCHEN-RELATED,6,late
9,8,7,STRAINER,KITCHEN-RELATED,14,late
9,8,8,SAUCER,KITCHEN-RELATED,15,late
9,8,9,LOG,FLOWERS,5,late
9,8,10,FOUNDATION,BUILDING RELATED,8,late
9,8,11,CARPET,BUILDING RELATED,2,late
9,8,12,FLOOR,BUILDING RELATED,4,late
9,8,13,BUTTERCUP,FLOWERS,11,late
9,9,1,ROME,CITIES,12,late
9,9,2,KAZOO,INSTRUMENTS,9,late
9,9,3,ENGLAND,COUNTRIES,15,late
9,9,4,FRANCE,COUNTRIES,3,late
9,9,5,SWITZERLAND,COUNTRIES,4,late
9,9,6,PIANO,INSTRUMENTS,6,late
9,9,7,CLARINET,INSTRUMENTS,2,late
9,9,8,JAPAN,COUNTRIES,12,late
9,9,9,CHISEL,TOOLS,1,late
9,9,10,BOLTS,TOOLS,7,late
9,9,11,SAW,TOOLS,8,late
9,10,1,WASHER,TOOLS,2,late
9,10,2,BANANA,FRUITS,3,late
9,10,3,NUTS,TOOLS,8,late
9,10,4,NECTARINE,FRUITS,16,late
9,10,5,KUMQUAT,FRUITS,13,late
9,10,6,TOKYO,CITIES,1,late
9,10,7,VANCOUVER,CITIES,6,late
9,10,8,VERMONT,STATES,4,late
9,10,9,PHILADELPHIA,CITIES,14,late
9,11,1,PARIS,CITIES,3,late
9,11,2,PELVIS,BODY PARTS,4,late
9,11,3,ARMS,BODY PARTS,5,late
9,11,4,MUG,KITCHEN-RELATED,1,late
9,11,5,OVEN,KITCHEN-RELATED,2,late
9,11,6,TAMBOURINE,INSTRUMENTS,14,late
9,11,7,TUBA,INSTRUMENTS,16,late
9,11,8,HIP,BODY PARTS,7,late
9,11,9,DALLAS,CITIES,8,late
9,11,10,MONTREAL,CITIES,13,late
9,11,11,PICCOLO,INSTRUMENTS,15,late
9,12,1,UKULELE,INSTRUMENTS,16,late
9,12,2,BANJO,INSTRUMENTS,6,late
9,12,3,HARMONICA,INSTRUMENTS,3,late
9,12,4,OAK,TREES,13,late
9,12,5,COTTONWOOD,TREES,4,late
9,12,6,EVERGREEN,TREES,15,late
9,12,7,SPRUCE,TREES,14,late
9,12,8,ROBE,CLOTHING,1,late
9,12,9,BELT,CLOTHING,2,late
9,12,10,SHIRT,CLOTHING,7,late
9,12,11,MIXER,KITCHEN-RELATED,5,late
9,12,12,COLANDER,KITCHEN-RELATED,9,late
9,12,13,STRAINER,KITCHEN-RELATED,14,late
9,12,14,BLENDER,KITCHEN-RELATED,11,late
9,13,1,CELLO,INSTRUMENTS,16,late
9,13,2,SAXOPHONE,INSTRUMENTS,1,late
9,13,3,TRIANGLE,INSTRUMENTS,13,late
9,13,4,PINE,TREES,3,late
9,13,5,MAPLE,TREES,6,late
9,13,6,FIG,FRUITS,5,late
9,13,7,PLUM,FRUITS,7,late
9,13,8,RASPBERRY,FRUITS,11,late
9,13,9,HONEYDEW,FRUITS,10,late
9,13,10,SCREWS,TOOLS,2,late
9,13,11,HAMMER,TOOLS,9,late
9,13,12,BOLTS,TOOLS,7,late
9,13,13,VIOLIN,INSTRUMENTS,14,late
9,14,1,PETUNIA,FLOWERS,2,late
9,14,2,TULIP,FLOWERS,6,late
9,14,3,ROSE,FLOWERS,13,late
9,14,4,CARNATION,FLOWERS,16,late
9,14,5,KITCHEN,BUILDING RELATED,9,late
9,14,6,ALCOVE,BUILDING RELATED,15,late
9,14,7,GAZEBO,BUILDING RELATED,7,late
9,14,8,DONKEY,MAMMALS,1,late
9,14,9,HIPPOPOTAMUS,MAMMALS,4,late
9,14,10,DOG,MAMMALS,12,late
9,14,11,HEART,BODY PARTS,3,late
9,14,12,EAR,BODY PARTS,5,late
9,15,1,FLORIDA,STATES,16,late
9,15,2,KANSAS,STATES,13,late
9,15,3,MICHIGAN,STATES,10,late
9,15,4,IOWA,STATES,3,late
9,15,5,POMEGRANATE,FRUITS,1,late
9,15,6,LEMON,FRUITS,2,late
9,15,7,PEAR,FRUITS,6,late
9,15,8,CLEMENTINE,FRUITS,8,late
9,15,9,MOOSE,MAMMALS,14,late
9,15,10,MONKEY,MAMMALS,11,late
9,15,11,ANTELOPE,MAMMALS,15,late
9,15,12,TOOTH,BODY PARTS,4,late
9,15,13,RIB,BODY PARTS,5,late
10,0,1,ROME,CITIES,9,early
10,0,2,TREON,,2,early
10,0,3,HARRIS,,3,early
10,0,4,DOG,MAMMALS,15,early
10,0,5,TRUMPET,INSTRUMENTS,14,early
10,0,6,TUBA,INSTRUMENTS,16,early
10,0,7,PICCOLO,INSTRUMENTS,13,early
10,0,8,BROILER,KITCHEN-RELATED,3,early
10,0,9,OVEN,KITCHEN-RELATED,4,early
10,0,10,THERMOMETER,KITCHEN-RELATED,1,early
10,0,11,LETTUCE,VEGETABLES,10,early
10,0,12,PELVIS,BODY PARTS,8,early
10,1,1,UNDERWEAR,CLOTHING,1,early
10,1,2,DRESS,CLOTHING,4,early
10,1,3,BASS,INSTRUMENTS,4,early
10,1,4,FORK,KITCHEN-RELATED,6,early
10,1,5,TOASTER,KITCHEN-RELATED,7,early
10,1,6,SUNFLOWER,FLOWERS,9,early
10,1,7,LILY,FLOWERS,10,early
10,1,8,DAISY,FLOWERS,11,early
10,1,9,MONTANA,STATES,13,early
10,1,10,ARIZONA,STATES,14,early
10,1,11,UTAH,STATES,16,early
10,1,12,MAINE,STATES,15,early
10,1,13,NARCISSUS,FLOWERS,12,early
10,2,1,SPINACH,VEGETABLES,11,early
10,2,2,GARLIC,VEGETABLES,12,early
10,2,3,ARTICHOKE,VEGETABLES,9,early
10,2,4,CAMISOLE,CLOTHING,8,early
10,2,5,MARACAS,INSTRUMENTS,2,early
10,2,6,EGYPT,COUNTRIES,4,early
10,2,7,GERMANY,COUNTRIES,1,early
10,2,8,FURNACE,BUILDING RELATED,16,early
10,2,9,CHIMNEY,BUILDING RELATED,15,early
10,2,10,JACKET,CLOTHING,5,early
10,2,11,BLOUSE,CLOTHING,7,early
10,3,1,RE,,1,early
10,3,2,TORONTO,CITIES,16,early
10,3,3,MIAMI,CITIES,14,early
10,3,4,BOMBAY,CITIES,15,early
10,3,5,STOCKHOLM,CITIES,13,early
10,3,6,SHOULDER,BODY PARTS,2,early
10,3,7,ELBOW,BODY PARTS,4,early
10,3,8,KIDNEY,BODY PARTS,3,early
10,3,9,FOOT,BODY PARTS,1,early
10,4,1,ETHIOPIA,COUNTRIES,14,early
10,4,2,ITALY,COUNTRIES,15,early
10,4,3,AUSTRALIA,COUNTRIES,16,early
10,4,4,YAMS,VEGETABLES,9,early
10,4,5,LETTUCE,VEGETABLES,10,early
10,4,6,VIOLA,INSTRUMENTS,1,early
10,4,7,TUBA,INSTRUMENTS,16,early
10,4,8,MARACAS,INSTRUMENTS,2,early
10,4,9,TROMBONE,INSTRUMENTS,3,early
10,4,10,ZEBRA,MAMMALS,7,early
10,4,11,LION,MAMMALS,8,early
10,4,12,ELEPHANT,MAMMALS,6,early
10,4,13,PIG,MAMMALS,5,early
10,5,1,HICKORY,TREES,14,early
10,5,2,MAPLE,TREES,16,early
10,5,3,SAXOPHONE,INSTRUMENTS,11,early
10,5,4,VIOLIN,INSTRUMENTS,12,early
10,5,5,HONEYDEW,FRUITS,7,early
10,5,6,RASPBERRY,FRUITS,8,early
10,5,7,WEDGE,TOOLS,1,early
10,5,8,WIRE,TOOLS,2,early
10,5,9,SCREWS,TOOLS,3,early
10,5,10,HAMMER,TOOLS,4,early
10,6,1,ASH,TREES,8,early
10,6,2,WILLOW,TREES,6,early
10,6,3,ACCORDION,INSTRUMENTS,15,early
10,6,4,HAND,BODY PARTS,4,early
10,7,1,FINGER,BODY PARTS,3,early
10,7,2,HIPPOPOTAMUS,MAMMALS,14,early
10,7,3,DOG,MAMMALS,15,early
10,7,4,CARNATION,FLOWERS,6,early
10,7,5,TULIP,FLOWERS,5,early
10,7,6,KITCHEN,BUILDING RELATED,1,early
10,7,7,AR,,7,early
10,7,8,ALCOVE,BUILDING RELATED,4,early
10,7,9,KNUCKLE,BODY PARTS,10,early
10,7,10,EAR,BODY PARTS,11,early
10,7,11,LETTUCE,VEGETABLES,10,early
10,8,1,TROUSERS,CLOTHING,3,late
10,8,2,SWEATER,CLOTHING,8,late
10,8,3,GLOVES,CLOTHING,15,late
10,8,4,TEAK,TREES,13,late
10,8,5,CEDAR,TREES,7,late
10,8,6,MOSQUITO,INSECTS,2,late
10,8,7,HORNET,INSECTS,12,late
10,8,8,MILLIPEDE,INSECTS,9,late
10,8,9,SYDNEY,CITIES,1,late
10,8,10,RULER,TOOLS,12,late
10,8,11,CHICAGO,CITIES,6,late
10,8,12,BRA,CLOTHING,11,late
10,9,1,HORSE,MAMMALS,16,late
10,9,2,GLASS,KITCHEN-RELATED,13,late
10,9,3,WINDOW,BUILDING RELATED,11,late
10,9,4,HALL,BUILDING RELATED,7,late
10,9,5,CORRIDOR,BUILDING RELATED,5,late
10,9,6,KIWI,FRUITS,6,late
10,9,7,STRAWBERRY,FRUITS,8,late
10,9,8,GUAVA,FRUITS,12,late
10,9,9,POT,KITCHEN-RELATED,2,late
10,9,10,REFRIGERATOR,KITCHEN-RELATED,3,late
10,9,11,TANGELO,FRUITS,9,late
10,10,1,WISCONSIN,STATES,15,late
10,10,2,NECTARINE,FRUITS,10,late
10,10,3,BANANA,FRUITS,16,late
10,10,4,MANGO,FRUITS,2,late
10,10,5,RULER,TOOLS,12,late
10,10,6,PHILADELPHIA,CITIES,14,late
10,10,7,JERUSALEM,CITIES,3,late
10,11,1,JAPAN,COUNTRIES,16,late
10,11,2,FRANCE,COUNTRIES,8,late
10,11,3,ENGLAND,COUNTRIES,3,late
10,11,4,SWITZERLAND,COUNTRIES,11,late
